date,barrels,fatalities,cost,price,next_day_price,next_week_price,next_day,next_week
2010-01-04,0.0,,4008,79.05,79.27,80.14,1,1
2010-01-05,2.0,,200,79.27,80.14,79.38,1,1
2010-01-06,0.0,,11540,80.14,80.57,77.57,1,0
2010-01-07,2.0,,29650,80.57,80.06,77.61,0,0
2010-01-08,2237.0,,4194715,80.06,80.14,76.85,1,0
2010-01-09,5.0,,70400,80.06,80.14,75.18,1,0
2010-01-09,0.24,,413,80.06,80.14,75.18,1,0
2010-01-10,0.0,,40336,80.06,80.14,75.18,1,0
2010-01-11,0.0,,30050,80.14,79.38,75.18,0,0
2010-01-11,2237.0,,165593,80.14,79.38,75.18,0,0
2010-01-11,0.0,,357269,80.14,79.38,75.18,0,0
2010-01-11,1.0,,12150,80.14,79.38,75.18,0,0
2010-01-11,2.0,,37850,80.14,79.38,75.18,0,0
2010-01-12,0.0,,20333,79.38,77.57,75.18,0,0
2010-01-12,0.0,,32500,79.38,77.57,75.18,0,0
2010-01-12,445.0,,2517615,79.38,77.57,75.18,0,0
2010-01-13,3.49,,254,77.57,77.61,75.09,1,0
2010-01-13,0.0,,30504,77.57,77.61,75.09,1,0
2010-01-13,0.48,,66679,77.57,77.61,75.09,1,0
2010-01-14,0.04,,75017,77.61,76.85,74.13,0,0
2010-01-15,0.0,,4575000,76.85,75.18,72.73,0,0
2010-01-15,3.0,,3880,76.85,75.18,72.73,0,0
2010-01-18,2.0,,1100,76.85,75.18,72.18,0,0
2010-01-19,0.89,,26000,75.18,75.09,72.63,0,0
2010-01-19,1.0,,46185,75.18,75.09,72.63,0,0
2010-01-21,0.0,,7807,74.13,72.73,70.65,0,0
2010-01-21,0.0,,200570,74.13,72.73,70.65,0,0
2010-01-21,0.0,,2800,74.13,72.73,70.65,0,0
2010-01-22,0.0,,8867,72.73,72.18,71.2,0,0
2010-01-24,1.0,,2100,72.73,72.18,71.58,0,0
2010-01-25,0.0,,667000,72.18,72.63,71.58,1,0
2010-01-27,0.6,,60065,72.75,70.65,75.77,0,1
2010-01-28,7.0,,11170,70.65,71.2,71.3,1,1
2010-02-02,5.0,,6500,73.94,75.77,70.4,1,0
2010-02-04,0.05,,4521,71.3,70.11,72.35,0,1
2010-02-06,1.33,,4800,70.11,69.62,74.82,0,1
2010-02-08,5.0,,380400,69.62,70.4,74.82,1,1
2010-02-09,0.0,,950,70.4,70.4,74.82,1,1
2010-02-09,0.0,,5377,70.4,70.4,74.82,1,1
2010-02-16,0.0,,30515,74.82,74.89,76.44,1,1
2010-02-17,0.0,,1514,74.89,76.61,77.0,1,1
2010-02-19,0.0,,17100,76.88,76.95,76.36,1,0
2010-02-20,2.0,,93513,76.88,76.95,76.07,1,0
2010-02-21,0.0,,17485,76.88,76.95,76.07,1,0
2010-02-22,1.0,,26860,76.95,76.44,76.07,0,0
2010-02-22,0.71,,8790,76.95,76.44,76.07,0,0
2010-02-23,28.0,,129007,76.44,77.0,77.5,1,1
2010-02-25,13718.0,,1599786,74.38,76.36,77.88,1,1
2010-02-25,0.0,,15950,74.38,76.36,77.88,1,1
2010-03-01,2.0,,16018,76.07,77.5,78.94,1,1
2010-03-01,0.0,,19080,76.07,77.5,78.94,1,1
2010-03-01,2.99,,3510,76.07,77.5,78.94,1,1
2010-03-03,0.5,,773,78.66,77.88,80.29,0,1
2010-03-04,0.8,,65000,77.88,79.2,79.44,1,1
2010-03-04,0.31,,13594,77.88,79.2,79.44,1,1
2010-03-08,1.0,,11287,78.94,78.77,77.08,0,0
2010-03-08,93.0,,85620,78.94,78.77,77.08,0,0
2010-03-09,0.5,,5039,78.77,80.29,79.45,1,1
2010-03-09,0.95,,26064,78.77,80.29,79.45,1,1
2010-03-11,0.0,,8060,79.44,79.38,80.09,0,1
2010-03-14,70.0,,511550,79.38,77.08,78.09,0,0
2010-03-15,0.12,,765,77.08,79.45,78.09,1,1
2010-03-15,0.0,,1160,77.08,79.45,78.09,1,1
2010-03-15,0.6,,11497,77.08,79.45,78.09,1,1
2010-03-16,42.88,,480000,79.45,80.28,79.17,1,0
2010-03-18,0.0,,54000,80.09,78.37,78.64,0,0
2010-03-20,0.0,,16800,78.37,78.09,79.89,0,1
2010-03-21,0.0,,158500,78.37,78.09,79.89,0,1
2010-03-22,0.0,,106030,78.09,79.17,79.89,1,1
2010-03-23,0.0,,4773,79.17,78.03,79.46,0,1
2010-03-23,0.0,,3520,79.17,78.03,79.46,0,1
2010-03-24,0.0,,1350,78.03,78.64,80.37,1,1
2010-03-24,0.0,,4215,78.03,78.64,80.37,1,1
2010-03-25,1.0,,100000,78.64,77.98,82.63,0,1
2010-03-25,5.7,,2201260,78.64,77.98,82.63,0,1
2010-03-26,0.11,,30058,77.98,79.89,84.48,1,1
2010-03-27,95.0,,437000,77.98,79.89,84.48,1,1
2010-03-29,0.0,,16130,79.89,79.46,84.48,0,1
2010-03-29,0.0,,115290,79.89,79.46,84.48,0,1
2010-03-30,656.0,,110600,79.46,80.37,85.05,1,1
2010-03-31,0.0,,123396,80.37,82.63,84.49,1,1
2010-04-03,0.0,,189240,82.63,84.48,85.21,1,1
2010-04-05,0.0,,8012,84.48,85.05,85.21,1,1
2010-04-05,0.0,,4000000,84.48,85.05,85.21,1,1
2010-04-05,0.0,,7815,84.48,85.05,85.21,1,1
2010-04-05,215.0,,13933600,84.48,85.05,85.21,1,1
2010-04-07,0.0,,100504,84.49,82.63,85.81,0,1
2010-04-07,0.0,,36590,84.49,82.63,85.81,0,1
2010-04-08,0.17,,27,82.63,82.77,86.9,1,1
2010-04-09,0.0,,1780,82.77,85.21,84.81,1,1
2010-04-10,0.02,,167904,82.77,85.21,83.09,1,1
2010-04-12,0.0,,31019,85.21,83.44,83.09,0,0
2010-04-13,0.0,,35229,83.44,85.81,84.73,1,1
2010-04-13,0.0,,102969,83.44,85.81,84.73,1,1
2010-04-14,0.0,,5086,85.81,86.9,84.55,1,0
2010-04-15,0.0,,20300,86.9,84.81,84.58,0,0
2010-04-16,0.0,,5000,84.81,83.09,86.09,0,1
2010-04-16,0.12,,2509,84.81,83.09,86.09,0,1
2010-04-17,1.0,,966350,84.81,83.09,86.72,0,1
2010-04-20,0.0,,142675,84.73,84.55,85.59,0,1
2010-04-23,1659.0,,575409,86.09,86.72,86.19,1,1
2010-04-24,0.0,,47284,86.09,86.72,88.09,1,1
2010-04-25,12.0,,1103967,86.09,86.72,88.09,1,1
2010-04-26,0.75,,13110,86.72,85.59,88.09,0,1
2010-04-26,1.0,,92856,86.72,85.59,88.09,0,1
2010-04-26,2.0,,117653,86.72,85.59,88.09,0,1
2010-04-26,0.0,,28880,86.72,85.59,88.09,0,1
2010-04-27,0.1,,78188,85.59,84.59,85.39,0,0
2010-04-28,0.6,,4575,84.59,86.82,82.31,1,0
2010-04-28,0.36,,32030,84.59,86.82,82.31,1,0
2010-04-29,770.0,,93627,86.82,86.19,80.21,0,0
2010-04-29,0.0,,23607,86.82,86.19,80.21,0,0
2010-04-30,0.05,,1800,86.19,88.09,76.48,1,0
2010-05-04,0.0,,18375,85.39,82.31,79.0,0,0
2010-05-07,0.0,,39518,76.48,78.08,76.43,1,0
2010-05-10,0.0,,5100,78.08,79.0,73.87,1,0
2010-05-10,1.52,,51100,78.08,79.0,73.87,1,0
2010-05-12,0.53,,823,78.7,79.41,71.86,1,0
2010-05-16,0.0,,11375,76.43,73.87,69.62,0,0
2010-05-16,0.0,,1879337,76.43,73.87,69.62,0,0
2010-05-16,1.0,,23575,76.43,73.87,69.62,0,0
2010-05-16,1.0,,194586,76.43,73.87,69.62,0,0
2010-05-17,0.5,,1400,73.87,75.12,69.62,1,0
2010-05-19,1.0,,6868,71.86,69.56,70.59,0,0
2010-05-19,0.36,,20050,71.86,69.56,70.59,0,0
2010-05-20,4.1,,70000,69.56,70.45,73.56,1,1
2010-05-20,0.0,,305195,69.56,70.45,73.56,1,1
2010-05-20,0.12,,11012,69.56,70.45,73.56,1,1
2010-05-20,0.0,,1053057,69.56,70.45,73.56,1,1
2010-05-21,0.11,,207508,70.45,69.62,73.0,0,1
2010-05-23,0.0,,9965,70.45,69.62,73.08,0,1
2010-05-24,0.0,,25500,69.62,67.18,73.08,0,1
2010-05-25,1119.0,,28938000,67.18,70.59,73.08,1,1
2010-05-26,4.1,,5066,70.59,73.56,72.78,1,1
2010-05-27,1.31,,5220,73.56,73.0,73.12,0,0
2010-05-27,5.0,,11700,73.56,73.0,73.12,0,0
2010-05-27,0.36,,9499,73.56,73.0,73.12,0,0
2010-05-27,1.0,,4765,73.56,73.0,73.12,0,0
2010-05-27,0.0,,5000,73.56,73.0,73.12,0,0
2010-05-29,1120.0,,1965246,73.0,73.08,71.09,1,0
2010-05-29,0.25,,150,73.0,73.08,71.09,1,0
2010-05-29,0.0,,71000,73.0,73.08,71.09,1,0
2010-05-31,0.0,,22058,73.0,73.08,71.09,1,0
2010-06-01,8.0,,150000,73.08,72.78,71.43,0,0
2010-06-01,1.0,,150,73.08,72.78,71.43,0,0
2010-06-03,4618.0,,304262,73.12,71.84,74.33,0,1
2010-06-03,11.0,,1854,73.12,71.84,74.33,0,1
2010-06-04,1.9,,13741,71.84,71.09,73.28,0,1
2010-06-05,0.0,,150758,71.84,71.09,75.11,0,1
2010-06-07,0.0,,10070,71.09,71.43,75.11,1,1
2010-06-07,0.0,,287064,71.09,71.43,75.11,1,1
2010-06-08,10.7,,784,71.43,73.68,75.29,1,1
2010-06-08,0.0,,330000,71.43,73.68,75.29,1,1
2010-06-08,0.01,,76269,71.43,73.68,75.29,1,1
2010-06-09,9.52,,26885,73.68,74.33,76.12,1,1
2010-06-09,3.0,,16534,73.68,74.33,76.12,1,1
2010-06-10,0.5,,2536,74.33,73.28,77.52,0,1
2010-06-11,0.12,,7500,73.28,75.11,77.05,1,1
2010-06-11,0.0,,26581,73.28,75.11,77.05,1,1
2010-06-12,22.0,,32233740,73.28,75.11,78.53,1,1
2010-06-12,2.0,,10180,73.28,75.11,78.53,1,1
2010-06-14,0.88,,11598,75.11,75.29,78.53,1,1
2010-06-14,5.0,,45375,75.11,75.29,78.53,1,1
2010-06-16,0.19,,0,76.12,77.52,75.22,1,0
2010-06-16,0.14,,5011,76.12,77.52,75.22,1,0
2010-06-23,0.0,,30417,75.22,75.17,74.94,0,0
2010-06-23,0.24,,79030,75.22,75.17,74.94,0,0
2010-06-23,0.0,,42797,75.22,75.17,74.94,0,0
2010-06-25,2.0,,22412,76.21,76.66,71.75,1,0
2010-06-28,0.0,,135000,76.66,74.21,73.08,0,0
2010-06-30,36.14,,807094,74.94,71.73,72.97,0,0
2010-06-30,2.0,,68152,74.94,71.73,72.97,0,0
2010-07-02,0.0,,137000,71.75,73.08,75.2,1,1
2010-07-02,0.52,,1036940,71.75,73.08,75.2,1,1
2010-07-04,0.4,,29411,71.75,73.08,74.35,1,1
2010-07-05,3104.0,1.0,524275,71.75,73.08,74.35,1,1
2010-07-06,0.0,,13900,73.08,72.97,76.45,0,1
2010-07-06,0.5,,2280,73.08,72.97,76.45,0,1
2010-07-07,1.5,,6250,72.97,74.56,76.63,1,1
2010-07-08,7.52,,261317,74.56,75.2,75.52,1,1
2010-07-11,6.0,,43361,75.2,74.35,76.29,0,1
2010-07-12,0.0,,10035,74.35,76.45,76.29,1,1
2010-07-12,0.0,,5300,74.35,76.45,76.29,1,1
2010-07-14,1.5,,49,76.63,75.52,75.75,0,0
2010-07-14,33.8,,1294,76.63,75.52,75.75,0,0
2010-07-14,0.0,,25958,76.63,75.52,75.75,0,0
2010-07-14,30.0,,8727,76.63,75.52,75.75,0,0
2010-07-14,1.11,,160,76.63,75.52,75.75,0,0
2010-07-17,0.0,,21404,75.55,76.29,77.9,1,1
2010-07-17,0.0,,27300,75.55,76.29,77.9,1,1
2010-07-19,0.0,,49500,76.29,76.31,77.9,1,1
2010-07-21,3.2,,201,75.75,77.59,76.66,1,1
2010-07-23,0.36,,163161,77.27,77.9,77.5,1,1
2010-07-25,1837.0,,840526118,77.27,77.9,81.93,1,1
2010-07-26,0.6,,24952,77.9,75.52,81.93,0,1
2010-07-27,0.0,,362045,75.52,76.66,83.6,1,1
2010-07-28,0.0,,18352,76.66,78.6,83.76,1,1
2010-07-29,0.03,,523,78.6,77.5,82.9,0,1
2010-07-29,0.0,,830000,78.6,77.5,82.9,0,1
2010-07-29,8.0,,45000,78.6,77.5,82.9,0,1
2010-07-31,2.5,,19227,77.5,81.93,81.54,1,1
2010-08-02,0.0,,567,81.93,83.6,81.54,1,0
2010-08-03,0.0,,1209,83.6,83.76,79.89,1,0
2010-08-05,0.0,,1000,82.9,81.28,76.63,0,0
2010-08-05,1.0,,21238,82.9,81.28,76.63,0,0
2010-08-05,0.5,,11044,82.9,81.28,76.63,0,0
2010-08-05,0.0,,240300,82.9,81.28,76.63,0,0
2010-08-09,0.37,,600,81.54,79.89,74.56,0,0
2010-08-11,0.0,,9590,77.83,76.63,75.1,0,0
2010-08-11,0.0,,20243,77.83,76.63,75.1,0,0
2010-08-12,3.0,,295600,76.63,75.14,74.84,0,0
2010-08-17,0.0,,499335,76.74,75.1,70.61,0,0
2010-08-17,121.0,,13184000,76.74,75.1,70.61,0,0
2010-08-17,0.0,,5080,76.74,75.1,70.61,0,0
2010-08-18,2.0,,173,75.1,74.84,70.74,0,0
2010-08-19,0.0,,33018,74.84,73.48,74.5,0,0
2010-08-19,0.0,,28500,74.84,73.48,74.5,0,0
2010-08-20,0.0,,20000,73.48,73.08,75.16,0,1
2010-08-20,0.0,,11025,73.48,73.08,75.16,0,1
2010-08-22,98.0,,398039,73.48,73.08,76.05,0,1
2010-08-23,0.0,,2799,73.08,70.61,76.05,0,1
2010-08-24,0.0,,15000,70.61,70.74,75.51,1,1
2010-08-25,6.0,,5000,70.74,74.5,75.53,1,1
2010-08-26,1.0,,18677,74.5,75.16,74.93,1,1
2010-08-27,0.02,,2500,75.16,76.05,75.03,1,0
2010-08-27,10.0,,16260,75.16,76.05,75.03,1,0
2010-08-27,3283.0,,1811756,75.16,76.05,75.03,1,0
2010-08-31,0.0,,49050,75.51,75.53,75.78,1,1
2010-09-01,4.46,,45800,75.53,74.93,77.48,0,1
2010-09-02,3.0,,2222,74.93,75.03,77.87,1,1
2010-09-03,2.0,,4120,75.03,75.78,77.54,1,1
2010-09-05,0.71,,45060,75.03,75.78,78.52,1,1
2010-09-05,0.0,,0,75.03,75.78,78.52,1,1
2010-09-07,3.6,,10500,75.78,77.48,78.89,1,1
2010-09-07,0.0,,4128,75.78,77.48,78.89,1,1
2010-09-08,0.0,,6220,77.48,77.87,78.46,1,1
2010-09-08,382.0,,17328,77.48,77.87,78.46,1,1
2010-09-08,0.85,,60,77.48,77.87,78.46,1,1
2010-09-08,0.85,,60,77.48,77.87,78.46,1,1
2010-09-09,0.0,,47443,77.87,77.54,78.89,0,1
2010-09-09,0.0,,47393566,77.87,77.54,78.89,0,1
2010-09-11,0.0,,25000,77.54,78.52,79.42,1,1
2010-09-12,0.0,,80000,77.54,78.52,79.42,1,1
2010-09-12,0.0,,177922,77.54,78.52,79.42,1,1
2010-09-13,0.0,,364157,78.52,78.89,79.42,1,1
2010-09-16,0.5,,18865,78.89,77.43,77.69,0,0
2010-09-16,1.7,,116356,78.89,77.43,77.69,0,0
2010-09-16,0.0,,40100,78.89,77.43,77.69,0,0
2010-09-16,0.0,,940,78.89,77.43,77.69,0,0
2010-09-17,87.0,,60250,77.43,79.42,78.73,1,1
2010-09-19,200.0,,27400,77.43,79.42,77.71,1,1
2010-09-22,2.0,,21084,77.29,77.69,78.79,1,1
2010-09-23,0.0,,35100,77.69,78.73,80.77,1,1
2010-09-24,1.0,,237,78.73,77.71,82.69,0,1
2010-09-27,0.17,,8913,77.71,79.14,83.42,1,1
2010-09-28,0.0,,1020,79.14,78.79,83.35,0,1
2010-09-30,1.0,,3982,80.77,82.69,83.67,1,1
2010-10-05,1.0,,35150,83.35,85.01,82.99,1,0
2010-10-06,0.0,,75000,85.01,83.67,84.01,0,0
2010-10-08,20.0,,262519,83.88,83.08,81.94,0,0
2010-10-11,250.0,,64130,83.08,82.99,82.3,0,0
2010-10-11,0.0,,7200,83.08,82.99,82.3,0,0
2010-10-11,0.0,,0,83.08,82.99,82.3,0,0
2010-10-21,299.0,,1525,81.28,80.75,82.97,0,1
2010-10-23,6.2,,29150,80.75,81.91,84.06,1,1
2010-10-26,0.0,,5050,82.62,81.27,84.71,0,1
2010-10-27,8.0,,27800,81.27,82.97,85.33,1,1
2010-11-01,0.0,,1990,84.06,84.71,87.15,1,1
2010-11-01,241.0,,250358,84.06,84.71,87.15,1,1
2010-11-02,0.0,,4000,84.71,85.33,87.93,1,1
2010-11-02,0.0,,35000,84.71,85.33,87.93,1,1
2010-11-03,0.0,,21000,85.33,86.83,87.92,1,1
2010-11-04,0.0,,64964,86.83,87.05,88.08,1,1
2010-11-04,0.0,,8540,86.83,87.05,88.08,1,1
2010-11-05,3.53,,159,87.05,87.15,86.07,1,0
2010-11-06,10.0,,65100,87.05,87.15,85.49,1,0
2010-11-08,0.0,,1760,87.15,87.93,85.49,1,0
2010-11-08,0.12,,80000,87.15,87.93,85.49,1,0
2010-11-09,5.0,,91950,87.93,87.92,83.98,0,0
2010-11-09,5.0,,8530,87.93,87.92,83.98,0,0
2010-11-10,2.0,,3700,87.92,88.08,83.36,1,0
2010-11-11,0.0,,31000,88.08,86.07,83.7,0,0
2010-11-11,79.0,,765000,88.08,86.07,83.7,0,0
2010-11-12,0.0,,393500,86.07,85.49,83.17,0,0
2010-11-12,0.48,,7368,86.07,85.49,83.17,0,0
2010-11-15,5.0,,47000,85.49,83.98,82.34,0,0
2010-11-15,0.0,,300,85.49,83.98,82.34,0,0
2010-11-15,8.62,,67431,85.49,83.98,82.34,0,0
2010-11-15,5.0,,19434,85.49,83.98,82.34,0,0
2010-11-16,0.71,,29185,83.98,83.36,82.37,0,0
2010-11-16,25.0,,45000,83.98,83.36,82.37,0,0
2010-11-16,535.0,,989000,83.98,83.36,82.37,0,0
2010-11-18,0.0,,13250,83.7,83.17,84.78,0,1
2010-11-20,100.0,,438060,83.17,82.34,85.9,0,1
2010-11-20,2.0,,11700,83.17,82.34,85.9,0,1
2010-11-22,0.16,,1055,82.34,82.37,85.9,1,1
2010-11-22,2.0,,18000,82.34,82.37,85.9,1,1
2010-11-23,0.0,,5065,82.37,84.53,86.02,1,1
2010-11-23,0.0,,187500,82.37,84.53,86.02,1,1
2010-11-23,3.0,,1270,82.37,84.53,86.02,1,1
2010-11-24,0.0,,3087,84.53,84.78,88.56,1,1
2010-11-27,0.0,,5000,84.78,85.9,91.25,1,1
2010-11-27,2.3,,31010,84.78,85.9,91.25,1,1
2010-11-28,0.0,,20000,84.78,85.9,91.25,1,1
2010-11-28,0.0,,2000,84.78,85.9,91.25,1,1
2010-11-29,26.0,,418,85.9,86.02,91.25,1,1
2010-11-29,0.0,,2110,85.9,86.02,91.25,1,1
2010-11-30,0.0,,10500,86.02,88.56,90.78,1,1
2010-12-01,0.0,,10050,88.56,89.37,89.74,1,1
2010-12-01,83.0,,128862,88.56,89.37,89.74,1,1
2010-12-01,250.0,,20833925,88.56,89.37,89.74,1,1
2010-12-02,489.7,,4709566,89.37,90.65,89.93,1,1
2010-12-03,0.0,,16675,90.65,91.25,89.54,1,0
2010-12-04,45.0,,155340,90.65,91.25,90.4,1,0
2010-12-05,0.0,,21500,90.65,91.25,90.4,1,0
2010-12-05,0.98,,1866,90.65,91.25,90.4,1,0
2010-12-05,0.0,,375,90.65,91.25,90.4,1,0
2010-12-06,0.0,,530,91.25,90.78,90.4,0,0
2010-12-06,0.17,,10395,91.25,90.78,90.4,0,0
2010-12-06,0.0,,67600,91.25,90.78,90.4,0,0
2010-12-06,0.0,,250000,91.25,90.78,90.4,0,0
2010-12-06,1.0,,1050,91.25,90.78,90.4,0,0
2010-12-07,0.42,,5700,90.78,89.74,90.63,0,0
2010-12-09,0.0,,3450,89.93,89.54,91.09,0,1
2010-12-09,0.0,,575025,89.93,89.54,91.09,0,1
2010-12-09,286.0,,86987,89.93,89.54,91.09,0,1
2010-12-09,3415.0,,216075,89.93,89.54,91.09,0,1
2010-12-09,4.0,,456240,89.93,89.54,91.09,0,1
2010-12-10,4544.0,,362129,89.54,90.4,91.11,1,1
2010-12-11,0.0,,9514,89.54,90.4,91.31,1,1
2010-12-12,0.36,,2762,89.54,90.4,91.31,1,1
2010-12-13,0.05,,620,90.4,90.63,91.31,1,1
2010-12-13,0.24,,20021,90.4,90.63,91.31,1,1
2010-12-14,0.0,,19495905,90.63,91.33,93.11,1,1
2010-12-14,1.0,,200,90.63,91.33,93.11,1,1
2010-12-15,0.5,,60,91.33,91.09,93.55,0,1
2010-12-15,0.0,,2840,91.33,91.09,93.55,0,1
2010-12-16,17.0,,150532,91.09,91.11,93.63,1,1
2010-12-16,0.0,,20742,91.09,91.11,93.63,1,1
2010-12-17,0.0,,4055,91.11,91.31,93.08,1,1
2010-12-20,0.29,,205645,91.31,93.11,93.08,1,1
2010-12-21,0.0,,28762,93.11,93.55,93.52,1,1
2010-12-24,7.0,,125355,93.63,93.08,93.23,0,0
2010-12-28,0.48,,17550,93.52,93.52,93.52,1,1
2010-12-28,28.0,,860700,93.52,93.52,93.52,1,1
2010-12-30,8.57,,64515,92.5,93.23,94.95,1,1
2010-12-31,4.5,,387,93.23,95.82,94.25,1,1
2010-12-31,0.0,,44150,93.23,95.82,94.25,1,1
2010-12-31,0.0,,250350,93.23,95.82,94.25,1,1
2011-01-01,20.0,,2155,93.23,95.82,95.05,1,1
2011-01-03,0.5,,2555,95.82,93.52,95.05,0,0
2011-01-03,2.0,,600,95.82,93.52,95.05,0,0
2011-01-04,10.0,,19800,93.52,95.07,96.8,1,1
2011-01-06,1.7,,45150,94.95,94.25,97.86,0,1
2011-01-07,1.0,,4625,94.25,95.05,97.86,1,1
2011-01-07,0.71,,46060,94.25,95.05,97.86,1,1
2011-01-08,0.0,,15700000,94.25,95.05,97.83,1,1
2011-01-12,0.0,,19702,97.86,97.86,98.42,1,1
2011-01-13,0.02,,57315,97.86,97.86,96.27,1,0
2011-01-13,406.0,,25899,97.86,97.86,96.27,1,0
2011-01-14,0.14,,511,97.86,97.83,96.84,0,0
2011-01-14,5.0,,5550,97.86,97.83,96.84,0,0
2011-01-14,0.0,,30200,97.86,97.83,96.84,0,0
2011-01-14,0.95,,43,97.86,97.83,96.84,0,0
2011-01-15,0.4,,2603,97.86,97.83,96.76,0,0
2011-01-15,0.0,,35700,97.86,97.83,96.76,0,0
2011-01-18,0.0,,5520,97.83,98.42,96.76,1,0
2011-01-18,1.0,,2,97.83,98.42,96.76,1,0
2011-01-18,0.0,,60075,97.83,98.42,96.76,1,0
2011-01-19,0.0,,75000,98.42,96.27,96.04,0,0
2011-01-19,1035.0,,816730,98.42,96.27,96.04,0,0
2011-01-20,20.0,,1612,96.27,96.84,96.48,1,1
2011-01-22,0.0,,20000,96.84,96.76,98.97,0,1
2011-01-23,23.0,,41600,96.84,96.76,98.97,0,1
2011-01-26,0.0,,906900,96.04,96.48,101.3,1,1
2011-01-27,3311.0,,4468256,96.48,97.06,101.69,1,1
2011-01-28,26.0,,490276,97.06,98.97,99.43,1,1
2011-01-30,0.0,,20045,97.06,98.97,99.44,1,1
2011-02-02,0.0,,45600,101.3,101.69,100.16,1,0
2011-02-02,0.02,,3200,101.3,101.69,100.16,1,0
2011-02-02,0.43,,36700,101.3,101.69,100.16,1,0
2011-02-03,0.0,,25065,101.69,99.43,100.74,0,0
2011-02-04,0.0,,24050,99.43,99.44,99.93,1,1
2011-02-04,0.0,,5250,99.43,99.44,99.93,1,1
2011-02-04,0.0,,5025,99.43,99.44,99.93,1,1
2011-02-05,995.0,,115200,99.43,99.44,103.12,1,1
2011-02-05,2.4,,594200,99.43,99.44,103.12,1,1
2011-02-06,0.0,,66500,99.43,99.44,103.12,1,1
2011-02-07,0.24,,1025,99.44,99.25,103.12,0,1
2011-02-08,0.0,,257250,99.25,100.16,102.48,1,1
2011-02-08,288.5,,12360,99.25,100.16,102.48,1,1
2011-02-08,0.0,1.0,0,99.25,100.16,102.48,1,1
2011-02-08,20.0,,97520,99.25,100.16,102.48,1,1
2011-02-10,0.5,,18428,100.74,99.93,103.45,0,1
2011-02-10,2530.0,,7584,100.74,99.93,103.45,0,1
2011-02-12,16.0,,126058,99.93,103.12,106.82,1,1
2011-02-13,1.0,,5769,99.93,103.12,106.82,1,1
2011-02-13,3.99,,158,99.93,103.12,106.82,1,1
2011-02-14,58.0,,67021,103.12,102.48,106.82,0,1
2011-02-14,2.4,,160643,103.12,102.48,106.82,0,1
2011-02-15,160.0,,54420,102.48,102.78,106.82,1,1
2011-02-16,0.0,,2500,102.78,103.45,109.77,1,1
2011-02-16,0.0,,153400,102.78,103.45,109.77,1,1
2011-02-17,0.0,,5524,103.45,102.2,113.91,0,1
2011-02-17,50.0,,156905,103.45,102.2,113.91,0,1
2011-02-18,0.0,,28025,102.2,106.82,111.47,1,1
2011-02-19,0.0,,10770,102.2,106.82,112.27,1,1
2011-02-20,0.74,,1050,102.2,106.82,112.27,1,1
2011-02-20,0.0,,800,102.2,106.82,112.27,1,1
2011-02-21,0.12,,3025,102.2,106.82,112.27,1,1
2011-02-21,7.0,,160374,102.2,106.82,112.27,1,1
2011-02-22,0.0,,9535,106.82,109.77,113.34,1,1
2011-02-22,0.0,,12300,106.82,109.77,113.34,1,1
2011-02-23,0.0,,4360,109.77,113.91,116.89,1,1
2011-02-23,0.0,,1451,109.77,113.91,116.89,1,1
2011-02-24,432.0,,2390017,113.91,111.47,114.42,0,1
2011-02-24,8.36,,541,113.91,111.47,114.42,0,1
2011-02-25,0.0,,3000,111.47,112.27,115.71,1,1
2011-02-27,0.0,,7250,111.47,112.27,116.58,1,1
2011-02-28,0.0,,42465,112.27,113.34,116.58,1,1
2011-03-01,25.0,,22375,113.34,116.89,112.32,1,0
2011-03-01,0.53,,13505,113.34,116.89,112.32,1,0
2011-03-02,0.09,,4613,116.89,114.42,115.19,0,0
2011-03-03,0.81,,31250,114.42,115.71,114.07,1,0
2011-03-07,0.0,,30572,116.58,112.32,112.95,0,0
2011-03-10,0.0,,1200,114.07,114.07,114.18,1,1
2011-03-10,0.0,,19050,114.07,114.07,114.18,1,1
2011-03-14,304.0,,2232739,112.95,111.11,114.92,0,1
2011-03-14,15.0,,1380791,112.95,111.11,114.92,0,1
2011-03-14,0.0,,4625,112.95,111.11,114.92,0,1
2011-03-15,1.0,,41139,111.11,110.96,115.63,0,1
2011-03-16,0.0,,339300,110.96,114.18,115.65,1,1
2011-03-16,0.0,,1200,110.96,114.18,115.65,1,1
2011-03-17,0.0,,2100,114.18,114.13,115.41,0,1
2011-03-20,32.0,,757637,114.13,114.92,115.95,1,1
2011-03-20,1.0,,2100,114.13,114.92,115.95,1,1
2011-03-21,0.0,,8050,114.92,115.63,115.95,1,1
2011-03-21,2.0,,45540,114.92,115.63,115.95,1,1
2011-03-22,0.0,,20754,115.63,115.65,115.58,1,0
2011-03-23,0.0,,1237,115.65,115.41,115.35,0,0
2011-03-25,9.0,,25600,115.45,115.95,118.63,1,1
2011-03-28,0.0,,7500,115.95,115.58,120.07,0,1
2011-03-30,0.0,,5600,115.35,116.94,123.01,1,1
2011-03-30,0.0,,510,115.35,116.94,123.01,1,1
2011-03-30,205.0,,218516,115.35,116.94,123.01,1,1
2011-04-01,1.0,,5100,118.63,120.07,126.3,1,1
2011-04-03,0.0,,10125,118.63,120.07,126.46,1,1
2011-04-04,0.0,,122647,120.07,122.87,126.46,1,1
2011-04-04,0.0,,10900,120.07,122.87,126.46,1,1
2011-04-06,5.23,,559500,123.01,122.9,122.7,0,0
