date,barrels,fatalities,cost,price,next_day_price,next_week_price,next_day,next_week
2013-08-19,1.0,,381000,111.41,110.74,112.23,0,1
2013-08-19,0.0,,4620,111.41,110.74,112.23,0,1
2013-08-20,12.0,,1000,110.74,110.82,115.21,1,1
2013-08-20,0.0,,285000,110.74,110.82,115.21,1,1
2013-08-21,0.0,,2000,110.82,110.51,116.27,0,1
2013-08-21,0.0,,3050,110.82,110.51,116.27,0,1
2013-08-22,0.0,,40000,110.51,112.12,116.91,1,1
2013-08-25,17.0,,10880,112.12,112.23,115.49,1,1
2013-08-29,0.0,,519595,116.91,115.97,115.81,0,0
2013-08-29,0.0,,4650,116.91,115.97,115.81,0,0
2013-08-30,0.0,,1275,115.97,115.49,117.15,0,1
2013-08-31,0.12,,250,115.97,115.49,115.2,0,0
2013-09-03,1935.0,,1723695,115.49,115.65,112.1,1,0
2013-09-04,0.0,,2700000,115.65,115.81,112.37,1,0
2013-09-04,0.0,,200,115.65,115.81,112.37,1,0
2013-09-05,0.8,,620900,115.81,117.15,113.11,1,0
2013-09-08,5.0,,3107125,117.15,115.2,110.86,0,0
2013-09-09,0.0,,185750,115.2,112.1,110.86,0,0
2013-09-09,0.0,,2237,115.2,112.1,110.86,0,0
2013-09-12,0.0,,38060,113.11,113.31,110.66,1,0
2013-09-12,2491.0,,590596,113.11,113.31,110.66,1,0
2013-09-14,2.38,,14448,113.31,110.86,108.56,0,0
2013-09-17,4.0,,216040,109.05,109.09,107.68,1,0
2013-09-18,4.0,,300,109.09,110.66,109.46,1,1
2013-09-19,0.04,,57200,110.66,110.22,108.86,0,0
2013-09-23,16.43,,58324,108.56,107.68,107.85,0,0
2013-09-23,4.52,,50266,108.56,107.68,107.85,0,0
2013-09-23,0.2,,151510,108.56,107.68,107.85,0,0
2013-09-24,5.0,,45834,107.68,109.46,107.32,1,0
2013-09-26,3.5,,168361,108.86,109.45,109.49,1,1
2013-09-26,0.0,,625,108.86,109.45,109.49,1,1
2013-09-27,0.0,,21769,109.45,107.85,109.42,0,0
2013-09-27,0.0,,42454,109.45,107.85,109.42,0,0
2013-09-29,0.0,,60000,109.45,107.85,109.66,0,1
2013-09-30,8.0,,104500,107.85,107.32,109.66,0,1
2013-09-30,0.0,,5000,107.85,107.32,109.66,0,1
2013-10-01,0.0,,47000,107.32,109.09,110.56,1,1
2013-10-03,0.0,,45250,109.49,109.42,111.63,0,1
2013-10-05,0.0,,600,109.42,109.66,110.13,1,1
2013-10-05,10.0,,266257,109.42,109.66,110.13,1,1
2013-10-06,10.0,,190000,109.42,109.66,110.13,1,1
2013-10-10,13.0,,634,111.63,110.65,109.55,0,0
2013-10-13,0.0,,50,110.65,110.13,109.47,0,0
2013-10-14,20.0,,263660,110.13,110.67,109.47,1,0
2013-10-14,0.0,,365600,110.13,110.67,109.47,1,0
2013-10-15,0.1,,157221,110.67,110.79,109.57,1,0
2013-10-15,0.0,,23150,110.67,110.79,109.57,1,0
2013-10-16,0.0,,254899,110.79,109.55,107.74,0,0
2013-10-17,0.0,,627734,109.55,109.4,106.63,0,0
2013-10-18,20.0,,26050,109.4,109.47,105.7,1,0
2013-10-20,1.25,,62603,109.4,109.47,108.29,1,0
2013-10-22,7.0,,10000,109.57,107.74,108.04,0,0
2013-10-22,0.0,,46048,109.57,107.74,108.04,0,0
2013-10-23,8.0,,20336,107.74,106.63,108.41,0,1
2013-10-23,0.0,,2525,107.74,106.63,108.41,0,1
2013-10-28,0.0,,4615,108.29,108.04,104.85,0,0
2013-10-28,7.0,,11235699,108.29,108.04,104.85,0,0
2013-10-29,0.0,,16150,108.04,108.41,105.01,1,0
2013-10-30,0.08,,1520,108.41,107.53,105.46,0,0
2013-10-31,0.0,,98287,107.53,105.78,103.08,0,0
2013-10-31,21.0,,88030,107.53,105.78,103.08,0,0
2013-11-02,0.0,,41710,105.78,104.85,105.76,0,0
2013-11-02,0.0,,375131,105.78,104.85,105.76,0,0
2013-11-03,0.0,,160,105.78,104.85,105.76,0,0
2013-11-03,0.0,,11588,105.78,104.85,105.76,0,0
2013-11-03,1.2,,88100,105.78,104.85,105.76,0,0
2013-11-05,0.0,,764525,105.01,105.46,106.29,1,1
2013-11-06,0.0,,31200,105.46,103.08,106.9,0,1
2013-11-10,0.0,,12200,104.29,105.76,108.8,1,1
2013-11-12,0.5,,19383,106.29,106.9,108.29,1,1
2013-11-13,1.0,,3450,106.9,108.29,108.27,1,1
2013-11-14,0.0,,64100,108.29,108.25,109.9,0,1
2013-11-14,4357.0,,4588099,108.29,108.25,109.9,0,1
2013-11-14,7.0,,19632,108.29,108.25,109.9,0,1
2013-11-15,0.0,,1535,108.25,108.8,111.36,1,1
2013-11-18,0.0,,1025,108.8,108.29,110.83,0,1
2013-11-19,2.0,,130300,108.29,108.27,112.04,0,1
2013-11-20,0.0,,2000,108.27,109.9,111.32,1,1
2013-11-20,0.0,,7025,108.27,109.9,111.32,1,1
2013-11-20,0.0,,7300,108.27,109.9,111.32,1,1
2013-11-23,17.8,,36776,111.36,110.83,111.49,0,1
2013-11-23,0.0,,1019985,111.36,110.83,111.49,0,1
2013-11-24,0.0,,316754,111.36,110.83,111.49,0,1
2013-11-25,0.0,,67000,110.83,112.04,111.49,1,1
2013-11-26,0.0,,19214,112.04,111.32,113.06,0,1
2013-11-27,15.0,,86200,111.32,111.07,113.27,0,1
2013-11-30,0.0,,1418,111.07,111.49,110.07,1,0
2013-12-01,0.0,,5615,111.07,111.49,110.07,1,0
2013-12-03,0.0,,4750,113.06,113.27,108.91,1,0
2013-12-05,0.01,,105005,112.07,111.5,108.99,0,0
2013-12-05,0.0,,9530,112.07,111.5,108.99,0,0
2013-12-05,0.0,,295030,112.07,111.5,108.99,0,0
2013-12-10,0.0,,871000,108.91,109.47,108.91,1,1
2013-12-11,0.0,,265573,109.47,108.99,109.56,0,1
2013-12-11,42.5,,27050,109.47,108.99,109.56,0,1
2013-12-11,0.0,,132000,109.47,108.99,109.56,0,1
2013-12-13,0.0,,2845,108.08,110.3,112.15,1,1
2013-12-13,0.0,,193841,108.08,110.3,112.15,1,1
2013-12-18,2.97,,10300,109.56,110.78,111.65,1,1
2013-12-19,1.0,,5200,110.78,112.15,111.65,1,1
2013-12-20,37.0,,20079,112.15,111.58,112.06,0,0
2013-12-20,0.0,,1069253,112.15,111.58,112.06,0,0
2013-12-21,2.0,,2064,112.15,111.58,110.47,0,0
2013-12-22,0.0,,2500,112.15,111.58,110.47,0,0
2013-12-22,0.25,,33300,112.15,111.58,110.47,0,0
2013-12-23,0.0,,515800,111.58,111.57,110.47,0,0
2013-12-27,0.0,,478,112.06,110.47,106.57,0,0
2013-12-28,97.0,,336047,112.06,110.47,106.71,0,0
2013-12-28,33.0,,39928,112.06,110.47,106.71,0,0
2013-12-28,0.0,,3900,112.06,110.47,106.71,0,0
2013-12-30,0.0,,280122,110.47,109.95,106.71,0,0
